STT;CODE;Đã thuộc;SENTENCE;MEANING
1;#WFD0012;FALSE;The library will be closed for staff training tomorrow morning.;Thư viện sẽ đóng cửa để đào tạo nhân viên vào sáng mai.
2;#WFD0037;FALSE;The most popular courses still have a few places left.;Các khóa học phổ biến nhất vẫn còn một vài chỗ trống.
3;#WFD0055;FALSE;Essays and assignments are spread out across the academic year.;Các bài luận và bài tập được phân bổ rải rác trong suốt năm học.
4;#WFD0057;FALSE;There is an accounting assignment for finance students.;Có một bài tập kế toán dành cho sinh viên ngành tài chính.
5;#WFD0079;FALSE;Experts are now able to forecast weather over much longer periods.;Các chuyên gia hiện nay có thể dự báo thời tiết trong thời gian dài hơn nhiều.
6;#WFD0087;FALSE;Philosophy uses logic and reasons to analyze human experience.;Triết học sử dụng logic và lý lẽ để phân tích kinh nghiệm của con người.
7;#WFD0093;FALSE;Participating in the class is the center of the course.;Việc tham gia vào các hoạt động trên lớp là trọng tâm của khóa học.
8;#WFD0095;FALSE;Geography is generally divided into two main branches: human and physical.;Địa lý thường được chia thành hai nhánh chính: địa lý nhân văn và địa lý tự nhiên.
9;#WFD0097;FALSE;We have a lecture in the morning on Thursday.;Chúng ta có một bài giảng vào sáng thứ Năm.
10;#WFD0099;FALSE;Observers waited nervously and with bated breath for the concert.;Khán giả hồi hộp chờ đợi buổi hòa nhạc.
11;#WFD0105;FALSE;The north campus car park could be closed on Sunday.;Bãi đậu xe phía bắc khuôn viên trường có thể đóng cửa vào Chủ nhật.
12;#WFD0138;FALSE;The university has invested in new technologies designed to support learning.;Trường đại học đã đầu tư vào các công nghệ mới được thiết kế để hỗ trợ việc học tập.
13;#WFD0144;FALSE;Computer science has become a popular university degree course.;Khoa học máy tính đã trở thành một ngành học phổ biến ở bậc đại học.
14;#WFD0171;FALSE;Daily practice can build confidence and improve skills.;Luyện tập hàng ngày có thể giúp xây dựng sự tự tin và cải thiện kỹ năng.
15;#WFD0198;FALSE;Annual reports can give important information on company finances.;Báo cáo thường niên có thể cung cấp thông tin quan trọng về tình hình tài chính của công ty.
16;#WFD0296;FALSE;Banks charge interest on the money they lend to customers.;Các ngân hàng tính lãi suất đối với số tiền họ cho khách hàng vay.
17;#WFD0320;FALSE;The digital camera has some advantages over traditional film.;Máy ảnh kỹ thuật số có một số ưu điểm so với máy ảnh phim truyền thống.
18;#WFD0321;FALSE;Academic libraries across the world are steadily incorporating social media.;Các thư viện học thuật trên toàn thế giới đang dần tích hợp mạng xã hội.
19;#WFD0328;FALSE;Participants initially select from a range of foundation subjects.;Ban đầu, người tham gia sẽ lựa chọn từ một loạt các môn học cơ bản.
20;#WFD0350;FALSE;Artists, other than politicians, played their own roles as critics of the culture.;Ngoài các chính trị gia, các nghệ sĩ cũng đóng vai trò riêng của mình như những nhà phê bình văn hóa.
21;#WFD0354;FALSE;Food containing ample calories provides little or no nutritional value.;Thực phẩm chứa nhiều calo lại cung cấp rất ít hoặc không có giá trị dinh dưỡng.
22;#WFD0367;FALSE;Physics is the key subject to understanding the world and the universe.;Vật lý là môn học then chốt để hiểu về thế giới và vũ trụ.
23;#WFD0378;FALSE;Students have the options to live in college residences or apartments.;Sinh viên có thể lựa chọn sống trong ký túc xá của trường hoặc ở trong các căn hộ.
24;#WFD0381;FALSE;Our courses help improve critical thinking and independent learning skills.;Các khóa học của chúng tôi giúp nâng cao kỹ năng tư duy phản biện và tự học.
25;#WFD0407;FALSE;Affordable housing is an important issue for all members of society.;Nhà ở giá cả phải chăng là một vấn đề quan trọng đối với tất cả các thành viên trong xã hội.
26;#WFD0446;FALSE;Social media is criticized for causing Internet addiction.;Mạng xã hội bị chỉ trích vì gây ra chứng nghiện Internet.
27;#WFD0452;FALSE;There is a pharmacy on campus near the bookstore.;Trên khuôn viên trường có một hiệu thuốc, gần nhà sách.
28;#WFD0498;FALSE;A good architectural structure should be useful, durable and beautiful.;Một công trình kiến ​​trúc tốt cần phải hữu dụng, bền vững và đẹp mắt.
29;#WFD0499;FALSE;New materials and techniques are changing the style of modern architecture.;Các vật liệu và kỹ thuật mới đang làm thay đổi phong cách kiến ​​trúc hiện đại.
30;#WFD0502;FALSE;Statistical results should be expressed in different ways depending on the circumstances.;Kết quả thống kê nên được diễn đạt theo nhiều cách khác nhau tùy thuộc vào hoàn cảnh.
31;#WFD0518;FALSE;Students will focus on reporting news on changing the media world.;Sinh viên sẽ tập trung vào việc đưa tin về những thay đổi trong thế giới truyền thông.
32;#WFD0528;FALSE;Human beings compete with other living things for resources and space.;Con người cạnh tranh với các sinh vật khác để giành giật tài nguyên và không gian sống.
33;#WFD0574;FALSE;Dealing with the growing population is a challenge for many governments.;Giải quyết vấn đề dân số ngày càng tăng là một thách thức đối với nhiều chính phủ.
34;#WFD0590;FALSE;The chemistry building is located near the entrance to the campus.;Tòa nhà hóa học nằm gần lối vào khuôn viên trường.
35;#WFD0662;FALSE;Neuroscience is a compound of completely separate parts.;Khoa học thần kinh là một tập hợp các phần hoàn toàn riêng biệt.
36;#WFD0666;FALSE;The student shop sells a range of stationery.;Cửa hàng dành cho sinh viên bán nhiều loại văn phòng phẩm.
37;#WFD0670;FALSE;Our professor is hosting the business development conference.;Giáo sư của chúng tôi đang chủ trì hội nghị phát triển kinh doanh.
38;#WFD0679;FALSE;The rising temperature is changing the wildlife population.;Nhiệt độ tăng cao đang làm thay đổi quần thể động vật hoang dã.
39;#WFD0691;FALSE;The massive accumulation of data was converted into a communicable argument.;Lượng dữ liệu khổng lồ được tích lũy đã được chuyển đổi thành một luận điểm dễ truyền đạt.
40;#WFD0709;FALSE;The toughest part of postgraduate education is funding.;Khó khăn lớn nhất trong giáo dục sau đại học là vấn đề tài chính.
41;#WFD0719;FALSE;Traffic is the main cause of air pollution in many cities.;Giao thông là nguyên nhân chính gây ô nhiễm không khí ở nhiều thành phố.
42;#WFD0752;FALSE;An effective business manager is always open to new ideas.;Một nhà quản lý kinh doanh hiệu quả luôn sẵn sàng đón nhận những ý tưởng mới.
43;#WFD0755;FALSE;Artists need to make their works both original and accessible.;Các nghệ sĩ cần làm cho tác phẩm của mình vừa độc đáo vừa dễ tiếp cận.
44;#WFD0777;FALSE;A new collection of articles has just been published.;Một tuyển tập bài viết mới vừa được xuất bản.
45;#WFD0782;FALSE;Students are encouraged to monitor their own attendance.;Sinh viên được khuyến khích tự theo dõi việc điểm danh của mình.
46;#WFD0790;FALSE;The railway makes long-distance travel possible for everyone.;Đường sắt giúp cho việc đi lại đường dài trở nên khả thi đối với mọi người.
47;#WFD0801;FALSE;Air pollution is a serious problem all over the world.;Ô nhiễm không khí là một vấn đề nghiêm trọng trên toàn thế giới.
48;#WFD0802;FALSE;Protective clothing must always be worn in the laboratory.;Phải luôn mặc đồ bảo hộ khi làm việc trong phòng thí nghiệm.
49;#WFD0811;FALSE;There is a widely believed perception that engineering is for boys.;Có một quan niệm phổ biến cho rằng ngành kỹ thuật chỉ dành cho nam giới.
50;#WFD0824;FALSE;Plants are able to continue growing throughout their lives.;Cây có khả năng tiếp tục phát triển suốt đời.
51;#WFD0840;FALSE;Rising inflation may indicate an increase in the demand for consumer products.;Lạm phát gia tăng có thể cho thấy nhu cầu đối với các sản phẩm tiêu dùng đang tăng lên.
52;#WFD0887;FALSE;Muscle cells bring parts of the body closer together.;Các tế bào cơ giúp đưa các bộ phận của cơ thể lại gần nhau hơn.
53;#WFD0889;FALSE;You should provide examples to support your ideas and arguments.;Bạn nên đưa ra ví dụ để minh họa cho ý tưởng và lập luận của mình.
54;#WFD0970;FALSE;Animals raised in captivity behave differently than their wild counterparts.;Động vật được nuôi nhốt có hành vi khác với đồng loại sống trong tự nhiên.
55;#WFD0979;FALSE;The placement test of mathematics and statistics is offered every semester.;Bài kiểm tra xếp lớp môn toán và thống kê được tổ chức mỗi học kỳ.
56;#WFD1037;FALSE;The use of mobile phones is not permitted in the library.;Việc sử dụng điện thoại di động không được phép trong thư viện.
57;#WFD1039;FALSE;Parents' talk to children tends to be simplified.;Cách cha mẹ trò chuyện với con cái thường được đơn giản hóa.
58;#WFD1096;FALSE;It is really a comprehensive program covering both theory and practice.;Đây thực sự là một chương trình toàn diện bao gồm cả lý thuyết và thực hành.
59;#WFD1104;FALSE;Students are encouraged to think carefully about their accommodation needs.;Sinh viên được khuyến khích cân nhắc kỹ lưỡng về nhu cầu chỗ ở của mình.
60;#WFD1121;FALSE;The business policy seminar includes an internship with a local firm.;Hội thảo về chính sách kinh doanh bao gồm một kỳ thực tập tại một công ty địa phương.
61;#WFD1143;FALSE;He wrote poetry and plays as well as scientific papers.;Ông viết thơ, kịch cũng như các bài báo khoa học.
62;#WFD1145;FALSE;Consumer confidence has a direct influence on sales.;Niềm tin của người tiêu dùng có ảnh hưởng trực tiếp đến doanh số bán hàng.
63;#WFD1153;FALSE;Food that contains antibiotics provides little or no nutritional value.;Thực phẩm chứa kháng sinh có rất ít hoặc không có giá trị dinh dưỡng.
64;#WFD1159;FALSE;Lecture outlines are available on the college internal website.;Đề cương bài giảng có sẵn trên trang web nội bộ của trường.
65;#WFD1163;FALSE;Distance learning allows you to develop a career around your commitments.;Hình thức học từ xa cho phép bạn phát triển sự nghiệp phù hợp với lịch trình cá nhân.
66;#WFD1185;FALSE;Classical mechanics is sometimes considered as a branch of applied mathematics.;Cơ học cổ điển đôi khi được coi là một nhánh của toán học ứng dụng.
67;#WFD1193;FALSE;A group meeting will be held tomorrow in the library conference room.;Ngày mai sẽ có một cuộc họp nhóm tại phòng hội nghị của thư viện.
68;#WFD1195;FALSE;Economic development needs to be supported by the government.;Phát triển kinh tế cần được chính phủ hỗ trợ.
69;#WFD1198;FALSE;The key difference between courses is the kind of assessment.;Điểm khác biệt chính giữa các khóa học nằm ở hình thức đánh giá.
70;#WFD1207;FALSE;Please note that the seminar has now been canceled.;Xin lưu ý rằng hội thảo đã bị hủy bỏ.
71;#WFD1208;FALSE;The celebrated theory is still the source of great controversy.;Lý thuyết nổi tiếng này vẫn còn là nguồn gốc của nhiều tranh cãi.
72;#WFD1225;FALSE;Education and training provide important skills for the labor force.;Giáo dục và đào tạo cung cấp những kỹ năng quan trọng cho lực lượng lao động.
73;#WFD1228;FALSE;You will acquire many skills during the academic studies.;Bạn sẽ tích lũy được nhiều kỹ năng trong suốt quá trình học tập.
74;#WFD1237;FALSE;The urban geography degree includes the study of demography.;Ngành học địa lý đô thị bao gồm cả nghiên cứu về nhân khẩu học.
75;#WFD1285;FALSE;An introduction is an essential element of presentation.;Phần mở đầu là một yếu tố thiết yếu của bài thuyết trình.
76;#WFD1299;FALSE;They developed a unique approach to training their employees.;Họ đã phát triển một phương pháp đào tạo nhân viên độc đáo.
77;#WFD1315;FALSE;Organizational failure is considered from various perspectives in academic literature.;Thất bại trong tổ chức được xem xét từ nhiều góc độ khác nhau trong các tài liệu học thuật.
78;#WFD1328;FALSE;New media have transcended traditional national boundaries.;Các phương tiện truyền thông mới đã vượt qua ranh giới quốc gia truyền thống.
79;#WFD1339;FALSE;All of your assignments are due by tomorrow.;Tất cả bài tập của các bạn phải nộp trước ngày mai.
80;#WFD1340;FALSE;The academic strength of the early Roman Republic will be examined.;Năng lực học thuật của nền Cộng hòa La Mã thời kỳ đầu sẽ được xem xét.
81;#WFD1344;FALSE;Those who are considering a career in marketing should attend the talk.;Những ai đang cân nhắc sự nghiệp trong lĩnh vực marketing nên tham dự buổi nói chuyện này.
82;#WFD1401;FALSE;Building trust is not something that can be achieved overnight.;Xây dựng lòng tin không phải là điều có thể đạt được trong một sớm một chiều.
83;#WFD1407;FALSE;The other book isn't thorough, but it's more insightful.;Cuốn sách kia không toàn diện lắm, nhưng lại sâu sắc hơn.
84;#WFD1411;FALSE;The director of the gallery was grateful for the anonymous donation.;Giám đốc phòng trưng bày rất biết ơn khoản quyên góp ẩn danh.
85;#WFD1433;FALSE;The dance department stages elaborated performances each semester.;Khoa múa dàn dựng các buổi biểu diễn công phu mỗi học kỳ.
86;#WFD1434;FALSE;The ability to work with fellow students cannot be stressed enough.;Tầm quan trọng của việc làm việc nhóm với các bạn sinh viên khác là vô cùng lớn.
87;#WFD1446;FALSE;Despite their differences, all forms of life share certain characteristics.;Mặc dù có những điểm khác biệt, tất cả các dạng sống đều chia sẻ một số đặc điểm chung.
88;#WFD1516;FALSE;Many diseases that were once serious have now been eradicated.;Nhiều bệnh từng rất nguy hiểm nay đã được xóa sổ.
89;#WFD1522;FALSE;Make sure you choose a course that provides great career opportunities.;Hãy chắc chắn rằng bạn chọn một khóa học mang lại cơ hội nghề nghiệp tuyệt vời.
90;#WFD1535;FALSE;Many university lectures can now be viewed on the Internet.;Hiện nay, nhiều bài giảng đại học có thể được xem trực tuyến.
91;#WFD1555;FALSE;Tutorials are scheduled in the final week of the term.;Các buổi hướng dẫn sẽ được lên lịch vào tuần cuối cùng của học kỳ.
92;#WFD1591;FALSE;Strangely, people are simultaneously impressed by and skeptical about statistics.;Thật kỳ lạ, người ta vừa ấn tượng lại vừa hoài nghi về số liệu thống kê.
93;#WFD1592;FALSE;Students must wear protective clothing that is provided in the medical laboratory.;Sinh viên phải mặc quần áo bảo hộ do phòng thí nghiệm y tế cung cấp.
94;#WFD1620;FALSE;All industries are a system of inputs, processes, outputs and feedback.;Mọi ngành công nghiệp đều là một hệ thống gồm các yếu tố đầu vào, quy trình, đầu ra và phản hồi.
95;#WFD1621;FALSE;Our view is that educational reforms have been inadequately implemented.;Theo quan điểm của chúng tôi, các cải cách giáo dục đã được thực hiện một cách chưa đầy đủ.
96;#WFD1622;FALSE;Most scientists believe that climate change threatens the lives on earth.;Hầu hết các nhà khoa học tin rằng biến đổi khí hậu đang đe dọa sự sống trên trái đất.
97;#WFD1625;FALSE;The economic status of the early Roman Republic will be examined.;Tình trạng kinh tế của nền Cộng hòa La Mã thời kỳ đầu sẽ được nghiên cứu.
98;#WFD1626;FALSE;He landed a job in a very prestigious law firm.;Anh ấy đã tìm được việc làm tại một công ty luật rất danh tiếng.
99;#WFD1632;FALSE;Photography can be very useful to geographical research.;Nhiếp ảnh có thể rất hữu ích cho nghiên cứu địa lý.
100;#WFD1644;FALSE;The college operates a system of continuous assessments.;Trường áp dụng hệ thống đánh giá liên tục.
101;#WFD1651;FALSE;A professor took one year off to work on her book.;Một giáo sư đã nghỉ học một năm để tập trung viết sách.
102;#WFD1656;FALSE;A good academic paper should present a clear argument.;Một bài luận học thuật tốt cần trình bày một luận điểm rõ ràng.
103;#WFD1657;FALSE;Studies showed there is a positive correlation between the two variables.;Các nghiên cứu đã chỉ ra rằng có mối tương quan tích cực giữa hai biến số này.
104;#WFD1662;FALSE;It may not be possible to solve the problem easily.;Có thể sẽ không dễ dàng giải quyết được vấn đề này.
105;#WFD1670;FALSE;The department has a higher-than-normal proportion of postgraduate students.;Khoa này có tỷ lệ sinh viên sau đại học cao hơn mức bình thường.
106;#WFD1673;FALSE;A mixture is defined as a compound of chemically separate parts.;Hỗn hợp được định nghĩa là một hợp chất gồm các thành phần hóa học riêng biệt.
107;#WFD1679;FALSE;Salt is produced from seawater or extracted from the ground.;Muối được sản xuất từ ​​nước biển hoặc khai thác từ lòng đất.
108;#WFD1680;FALSE;Farmers need to adapt to the changes in climate.;Nông dân cần thích ứng với những thay đổi về khí hậu.
109;#WFD1681;FALSE;Currently the growth of the economy is unpredictable.;Hiện nay, sự tăng trưởng của nền kinh tế rất khó dự đoán.
110;#WFD1682;FALSE;The application processes may take longer than expected.;Quá trình xét duyệt hồ sơ có thể mất nhiều thời gian hơn dự kiến.
111;#WFD1684;FALSE;Honey can be used as food and a health product.;Mật ong có thể được dùng làm thực phẩm và sản phẩm chăm sóc sức khỏe.
112;#WFD1689;FALSE;While some people regard it as reforming zeal, others regard it as recklessness.;Trong khi một số người coi đó là lòng nhiệt thành cải cách, những người khác lại xem đó là sự liều lĩnh.
113;#WFD1692;FALSE;Your ideas are discussed and debated in seminars and tutorials.;Các ý tưởng của bạn được thảo luận và tranh luận trong các buổi hội thảo và hướng dẫn.
114;#WFD1695;FALSE;Student representatives will be visiting the classes with voting forms.;Các đại diện sinh viên sẽ đến từng lớp học để phát phiếu bầu.
115;#WFD1706;FALSE;Remember, the prestigious election of stewardship has strict eligibility criteria.;Hãy nhớ rằng, cuộc bầu cử danh giá cho vị trí quản lý có những tiêu chí đủ điều kiện rất nghiêm ngặt.
116;#WFD1708;FALSE;The lecture tomorrow will discuss the educational policy of the United States.;Bài giảng ngày mai sẽ bàn về chính sách giáo dục của Hoa Kỳ.
117;#WFD1709;FALSE;Request for late applications will not be accepted under any circumstances.;Yêu cầu nộp đơn muộn sẽ không được chấp nhận trong bất kỳ trường hợp nào.
118;#WFD1710;FALSE;Optional tutorials are offered in the final week of the term.;Các buổi hướng dẫn tự chọn được tổ chức vào tuần cuối cùng của học kỳ.
119;#WFD1713;FALSE;The marketing budget has been doubled since the beginning of the year.;Ngân sách tiếp thị đã tăng gấp đôi kể từ đầu năm.
120;#WFD1722;FALSE;The commissioner will apportion the funds among all the authorities.;Ủy viên sẽ phân bổ kinh phí cho tất cả các cơ quan chức năng.
121;#WFD1725;FALSE;Population has a sharp rise in the recent twenty years.;Dân số đã tăng mạnh trong hai mươi năm gần đây.
122;#WFD1726;FALSE;The museum is closed on the third Monday of every month.;Bảo tàng đóng cửa vào thứ Hai tuần thứ ba của mỗi tháng.
123;#WFD1728;FALSE;You must be able to work in a team.;Bạn phải có khả năng làm việc nhóm.
124;#WFD1729;FALSE;Some people believe that education should be free to everyone.;Một số người tin rằng giáo dục nên được miễn phí cho tất cả mọi người.
125;#WFD1731;FALSE;Computers used to be larger than they are now.;Máy tính ngày xưa thường lớn hơn bây giờ.
126;#WFD1734;FALSE;Social psychology is concerned with the understanding of human behaviors.;Tâm lý học xã hội nghiên cứu về việc tìm hiểu hành vi của con người.
127;#WFD1737;FALSE;It is important to plan your study time carefully.;Việc lên kế hoạch thời gian học tập cẩn thận rất quan trọng.
128;#WFD1767;FALSE;Muscles bring parts of the body close together.;Cơ bắp giúp đưa các bộ phận của cơ thể lại gần nhau.
129;#WFD1782;FALSE;When the root system of a plant fails, foliage suffers.;Khi hệ rễ của cây bị suy yếu, tán lá cũng bị ảnh hưởng.
130;#WFD1803;FALSE;The Industrial Revolution in Europe was driven by steam technology.;Cuộc Cách mạng Công nghiệp ở châu Âu được thúc đẩy bởi công nghệ hơi nước.
131;#WFD1877;FALSE;The educational level is found to be related to social and economic background.;Trình độ học vấn được cho là có liên quan đến hoàn cảnh kinh tế và xã hội.
132;#WFD1889;FALSE;Your tutor will show you how to prepare the essay.;Gia sư sẽ hướng dẫn bạn cách chuẩn bị bài luận.
133;#WFD1897;FALSE;Check the website if you are looking for discounted textbooks;Hãy truy cập trang web nếu bạn đang tìm kiếm sách giáo khoa giảm giá.
134;#WFD1898;FALSE;Farming methods across the world have greatly developed recently;Các phương pháp canh tác trên toàn thế giới đã phát triển vượt bậc trong thời gian gần đây.
135;#WFD1899;FALSE;Football is played throughout all years at the university;Môn bóng đá được chơi trong tất cả các năm học tại trường đại học.
136;#WFD1900;FALSE;Mathematics provides a foundation for understanding and analyzing data;Toán học cung cấp nền tảng để hiểu và phân tích dữ liệu.
137;#WFD1904;FALSE;Take the first step by applying for a university scholarship now;Hãy bắt đầu bằng cách nộp đơn xin học bổng đại học ngay bây giờ!
138;#WFD1908;FALSE;The office hours will change next term;Giờ làm việc sẽ thay đổi vào học kỳ tới.
139;#WFD1911;FALSE;The studies showed the Hong Kong people are the most active in Asia;Các nghiên cứu cho thấy người dân Hồng Kông là những người năng động nhất châu Á.
140;#WFD1913;FALSE;There is probably life in the other planets in the universe;Có lẽ sự sống tồn tại trên các hành tinh khác trong vũ trụ.
141;#WFD1914;FALSE;Undoubtedly, this theory has a number of limitations;Không thể phủ nhận rằng lý thuyết này có một số hạn chế.
142;#WFD1915;FALSE;Unemployment rate has fallen to its lowest level in years;Tỷ lệ thất nghiệp đã giảm xuống mức thấp nhất trong nhiều năm.
143;#WFD1918;FALSE;We are looking for new ways to engage learners;Chúng tôi đang tìm kiếm những phương pháp mới để thu hút người học.
144;#WFD1919;FALSE;We can’t consider any increase in our price at this stage;Chúng tôi chưa thể xem xét việc tăng giá ở giai đoạn này.
145;#WFD1920;FALSE;When attending a job interview, punctuality is the key;Khi tham dự phỏng vấn xin việc, đúng giờ là yếu tố then chốt.
146;#WFD1922;FALSE;You can use your laptops in the lecture;Bạn có thể sử dụng máy tính xách tay của mình trong giờ giảng.
147;#WFD1924;FALSE;There was a prize for the best student presentation;Có một giải thưởng dành cho bài thuyết trình xuất sắc nhất của sinh viên.
148;#WFD1926;FALSE;The teacher training course includes observing the classes;Khóa đào tạo giáo viên bao gồm việc quan sát các lớp học.
149;#WFD1930;FALSE;Some people argue that education is not that important;Một số người cho rằng giáo dục không quan trọng lắm.
150;#WFD1932;FALSE;Several candidates would be qualified as the greatest scientists of all time;Một số ứng cử viên đủ điều kiện được xem là những nhà khoa học vĩ đại nhất mọi thời đại.
151;#WFD1940;FALSE;Mature students usually adapt to university life extremely well;Sinh viên lớn tuổi thường thích nghi rất tốt với cuộc sống đại học.
152;#WFD1941;FALSE;Library plays an important role in students' lives;Thư viện đóng vai trò quan trọng trong cuộc sống của sinh viên.
153;#WFD1944;FALSE;All of the assignments must be submitted in person to the faculty office;Tất cả các bài tập phải được nộp trực tiếp tại văn phòng khoa.
154;#WFD1945;FALSE;The science library is currently located on the ground floor of the library;Thư viện khoa học hiện đang nằm ở tầng trệt của thư viện.
155;#WFD1949;FALSE;Class participation is an important part of your final grade;Việc tham gia tích cực vào lớp học là một phần quan trọng trong điểm số cuối kỳ của bạn.
156;#WFD1954;FALSE;Chemical reactions occur when substances combine or change;Phản ứng hóa học xảy ra khi các chất kết hợp hoặc biến đổi.
157;#WFD1955;FALSE;Course work gives students the chances to thoroughly explore the subject;Các bài tập trên lớp tạo cơ hội cho sinh viên tìm hiểu sâu sắc về chủ đề.
158;#WFD1956;FALSE;It is quite clear that our facial expressions are different across the world;Rõ ràng là biểu cảm khuôn mặt của chúng ta khác nhau trên khắp thế giới.
159;#WFD1963;FALSE;You can find the complaint form on the website;Bạn có thể tìm thấy mẫu đơn khiếu nại trên trang web.
160;#WFD1966;FALSE;The course includes a combination of pure and applied mathematics;Khóa học bao gồm sự kết hợp giữa toán học thuần túy và toán học ứng dụng.
161;#WFD1967;FALSE;Sugar is a compound including carbon, oxygen, and hydrogen atoms;Đường là một hợp chất bao gồm các nguyên tử cacbon, oxy và hydro.
162;#WFD1970;FALSE;Marine environments have been destroyed through pollution and unsustainable development;Môi trường biển đã bị tàn phá do ô nhiễm và phát triển không bền vững.
163;#WFD1973;FALSE;All experimental procedures are outlined in the laboratory manual;Tất cả các quy trình thí nghiệm đều được nêu chi tiết trong cẩm nang phòng thí nghiệm.
164;#WFD1986;FALSE;Students are advised that the lecture today has been canceled;Sinh viên được thông báo rằng buổi giảng hôm nay đã bị hủy.
165;#WFD1988;FALSE;One of the election promises is to decrease income taxes;Một trong những lời hứa tranh cử là giảm thuế thu nhập.
166;#WFD1990;FALSE;The elective course introduces engineering students to construction practices and concepts;Môn học tự chọn này giới thiệu cho sinh viên kỹ thuật về các phương pháp và khái niệm xây dựng.
167;#WFD1992;FALSE;There is a great deal of debate on that topic;Có rất nhiều tranh luận về chủ đề đó.
168;#WFD2004;FALSE;Plants are the living things that can grow on land or in water;Thực vật là những sinh vật sống có thể phát triển trên cạn hoặc dưới nước.
169;#WFD2007;FALSE;Rising sea temperatures are a sign of climate change;Nhiệt độ nước biển tăng cao là một dấu hiệu của biến đổi khí hậu.
170;#WFD2013;FALSE;The cafeteria features soup, salads, sandwiches, chicken and fish;Nhà ăn phục vụ súp, salad, bánh mì kẹp, gà và cá.
171;#WFD2018;FALSE;The printers automatically print on both sides of each page;Máy in tự động in hai mặt trên mỗi trang giấy.
172;#WFD2028;FALSE;Certain scientific principles must be learned verbally or by logical deduction;Một số nguyên lý khoa học phải được học bằng lời nói hoặc bằng suy luận logic.
173;#WFD2030;FALSE;Collaboration between departments is a feature of successful companies;Sự phối hợp giữa các phòng ban là đặc điểm của các công ty thành công.
174;#WFD2042;FALSE;You need to make sure that all your essays are handed in on time;Bạn cần đảm bảo rằng tất cả các bài luận của mình được nộp đúng hạn.
175;#WFD2045;FALSE;More research is needed before any definitive conclusion can be drawn;Cần có thêm nghiên cứu trước khi có thể đưa ra kết luận chắc chắn.
176;#WFD2052;FALSE;Before attending classes, you must register online or by post;Trước khi tham gia các lớp học, bạn phải đăng ký trực tuyến hoặc qua đường bưu điện.
177;#WFD2053;FALSE;Designers need to keep up with the social trends;Các nhà thiết kế cần phải bắt kịp các xu hướng xã hội.
178;#WFD2058;FALSE;The rise in sea level indicates climate change;Mực nước biển dâng cao là dấu hiệu của biến đổi khí hậu.
179;#WFD2061;FALSE;We encourage students to complete their applications before the deadline;Chúng tôi khuyến khích sinh viên hoàn tất hồ sơ đăng ký trước thời hạn.
180;#WFD2183;FALSE;The university auditorium is around the corner;Hội trường đại học nằm ngay gần đó.
181;#WFD2185;FALSE;A university degree is required for entry into various professions.;Để gia nhập một số ngành nghề, bạn cần có bằng đại học.
182;#WFD2187;FALSE;Students are encouraged to monitor their studies by themselves;Sinh viên được khuyến khích tự theo dõi việc học của mình.
183;#WFD2188;FALSE;You can find the complex form on the website.;Bạn có thể tìm thấy mẫu đơn phức tạp trên trang web.
184;#WFD2190;FALSE;Universities need to secure research funds for projects.;Các trường đại học cần đảm bảo nguồn kinh phí nghiên cứu cho các dự án.
185;#WFD2191;FALSE;The professor will have a lecture in the class.;Giáo sư sẽ có một bài giảng trong lớp.
186;#WFD2192;FALSE;You need to put those books on the table over there;Bạn cần đặt những cuốn sách đó lên bàn ở đằng kia.
187;#WFD2193;FALSE;Polar regions' islands are ideal for astrophysicists and meteorologists to carry out field experiments.;Các hòn đảo ở vùng cực là địa điểm lý tưởng để các nhà vật lý thiên văn và khí tượng học tiến hành các thí nghiệm thực địa.
188;#WFD2194;FALSE;The area has a vast range of underwater habitats and species;Khu vực này có rất nhiều môi trường sống và loài sinh vật dưới nước đa dạng.
189;#WFD2195;FALSE;Her design incorporates the best aspects of architecture.;Thiết kế của cô ấy kết hợp những khía cạnh tốt nhất của kiến ​​trúc.
190;#WFD2196;FALSE;The investment will be dedicated to improving transport infrastructure.;Khoản đầu tư này sẽ được dành để cải thiện cơ sở hạ tầng giao thông.
191;#WFD2197;FALSE;Protective goggles must be worn in all the university laboratories;Sinh viên phải đeo kính bảo hộ trong tất cả các phòng thí nghiệm của trường đại học.
192;#WFD2198;FALSE;Tact is the knack of making a point without making an enemy.;Sự khéo léo là khả năng đưa ra quan điểm mà không gây thù chuốc oán.
193;#WFD2199;FALSE;It is quite clear that facial expressions appear to be quite similar across different cultures;Rõ ràng là các biểu cảm khuôn mặt khá giống nhau giữa các nền văn hóa khác nhau.
